Temperature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer
30.78,32.68,15.12,Sandy Loam,Bajra,41.42,21.51,20.1,40-20-20
19.42,52.89,40.15,Clay,Bajra,-7.6,34.62,29.37,40-20-20
31.9,32.78,15.34,Sandy,Bajra,42.51,20.31,21.21,40-20-20
27.44,76.94,34.64,Sandy,Bajra,26.53,23.92,32.88,Urea
37.7,48.2,23.88,Loamy Sand,Bajra,58.43,27.84,29.28,MOP
35.27,59.43,15.3,Sand,Bajra,2.45,28.57,19,MOP
33.66,39.64,18.61,Loamy Sand,Bajra,48.9,22.5,24.69,Urea
32.52,37.23,19.7,Sandy Loam,Bajra,45.12,22.53,23.82,Urea
24.43,84.81,35.04,Loamy Sand,Bajra,22.46,33.4,19.14,Urea
17.19,88.06,13.57,Loamy Sand,Bajra,2.62,32.59,25.96,40-20-20
25.42,86.42,15.48,Clay,Bajra,-2.49,7.82,44.65,DAP
34.6,37.2,18.59,Sandy Loam,Bajra,47.92,23.09,24.78,Urea
30.92,30.21,17.43,Sandy Loam,Bajra,43.73,21.13,20,40-20-20
34.83,35.45,19.26,Sandy Loam,Bajra,48.65,23.71,23.69,Urea
34.11,35.19,19.71,Sandy Loam,Bajra,46.03,24.78,24.61,Urea
36.21,42.96,21.54,Loamy Sand,Bajra,54.06,25.62,26.69,DAP
36.7,44.48,20.39,Loamy Sand,Bajra,50.67,25.34,25.91,DAP
30.66,31.27,15.32,Sandy,Bajra,43.98,21.53,20.22,40-20-20
32.63,38.77,17.81,Sandy Loam,Bajra,49.88,22.59,24.37,Urea
34.72,38.68,19.16,Sandy,Bajra,49.3,24.08,23.4,Urea
30.02,33.76,16.23,Loamy Sand,Bajra,44.39,20.24,21.53,40-20-20
31.18,32.56,16.71,Loamy Sand,Bajra,43.3,20.19,20.34,40-20-20
32.16,30.77,16.36,Loamy Sand,Bajra,43.2,22.1,20.27,40-20-20
32.75,38.32,19.01,Loamy Sand,Bajra,49.12,24.89,24.06,Urea
38.77,45.56,43.44,Sandy Loam,Bajra,7.42,27.64,23.87,MOP
36.25,41.43,22.39,Loamy Sand,Bajra,50.05,26.76,25.38,DAP
24.05,30.35,10.33,Sandy,Bajra,19.98,7.46,33.33,40-20-20
39.67,45.47,24.42,Loamy Sand,Bajra,55.17,28.94,29.07,MOP
39.78,48.07,22.86,Sandy Loam,Bajra,56.83,29.16,28.49,MOP
37.05,70.98,18.51,Sandy Loam,Bajra,11.95,33.93,28.47,DAP
29.1,73.51,24.21,Sandy Loam,Bajra,-1.86,13.23,26.87,Urea
39.23,48.91,22.76,Sandy,Bajra,56.87,29.96,27.51,MOP
36.13,42.95,20.06,Loamy Sand,Bajra,51.83,26.91,26.74,DAP
28.47,73.19,27.82,Clay,Bajra,7.5,11.58,20.09,Urea
32.72,35.41,17.9,Loamy Sand,Bajra,49.74,23.06,23.72,Urea
38.02,48.69,22.63,Sandy Loam,Bajra,59.49,28.19,28.6,MOP
39.4,49.37,24.02,Sandy,Bajra,56.91,28.15,29.3,MOP
39.18,45.43,23.29,Sandy Loam,Bajra,55.87,28.91,28.58,MOP
33.94,37.06,18.14,Sandy,Bajra,47.79,24.77,24.14,Urea
37.17,42.18,21.28,Sandy,Bajra,54.85,25.39,26.03,DAP
38.98,46.9,24.08,Loamy Sand,Bajra,55.26,28.82,27.82,MOP
39.91,49.42,24.64,Loamy Sand,Bajra,57.76,28.66,29.7,MOP
29.48,46.85,19.83,Loamy Sand,Bajra,5.09,11.85,36.64,MOP
35.27,42.46,20.76,Sandy,Bajra,50.82,27.08,26.27,DAP
33.54,88.15,46.33,Sandy,Bajra,23.52,23.14,44.6,40-20-20
30.94,32.23,15.12,Sandy,Bajra,43.77,21.51,20.19,40-20-20
31.78,31.1,16.08,Loamy Sand,Bajra,43.62,21.79,20.49,40-20-20
31.56,71.53,45.76,Sandy,Bajra,23.29,13.57,16.62,Urea
31.22,65.34,47.63,Clay,Bajra,20.66,11.99,15.08,Urea
34.18,37.83,18.67,Sandy,Bajra,45.33,24.58,24.37,Urea
30.74,33.58,16.19,Sandy,Bajra,42.64,20.97,20.98,40-20-20
37.27,43.14,20.02,Loamy Sand,Bajra,51.69,26.36,25.06,DAP
36.15,44.82,20.42,Loamy Sand,Bajra,54.27,26.78,25.85,DAP
30.43,30.85,16.33,Sandy,Bajra,41.21,20.12,22.13,40-20-20
33.91,37.89,19.02,Loamy Sand,Bajra,46.47,23.8,24.19,Urea
31.11,40.29,28.35,Clay,Bajra,12.94,19.55,17.54,MOP
35.02,44.61,22.27,Sandy Loam,Bajra,50.88,26,26.81,DAP
25.88,45.72,16.65,Sand,Bajra,29.25,13.97,22.37,40-20-20
32.55,36.22,18.2,Loamy Sand,Bajra,49.18,24.24,24.46,Urea
34.88,35.22,18.77,Sandy,Bajra,45.34,24.41,23.24,Urea
36.28,43.66,20.97,Loamy Sand,Bajra,53.42,25.77,26.86,DAP
38.33,45.45,23.38,Sandy,Bajra,59.77,27.67,28.74,MOP
39.71,47.18,22.67,Sandy Loam,Bajra,56.64,29.67,28.65,MOP
36.87,41.15,21.15,Loamy Sand,Bajra,54.53,26.59,25.04,DAP
32.81,38.14,18.79,Loamy Sand,Bajra,47.28,24.97,23.73,Urea
39.95,48.31,24.3,Sandy Loam,Bajra,56.49,28.36,29.57,MOP
37.44,43.87,20.52,Sandy,Bajra,54.23,26.89,25.95,DAP
31.89,32.48,16.77,Sandy Loam,Bajra,42.98,22.11,20.95,40-20-20
35.6,40.52,21.5,Sandy,Bajra,50.62,25.28,26.09,DAP
23.97,53.31,26.18,Sandy Loam,Bajra,27.1,22.34,36.74,DAP
38.26,48.54,24.76,Loamy Sand,Bajra,56.51,28.01,27.85,MOP
33.51,35.69,17.51,Loamy Sand,Bajra,45.12,23.16,24.47,Urea
36.16,44.4,20.37,Sandy,Bajra,53.19,26.17,25.96,DAP
36.19,41.35,20.33,Loamy Sand,Bajra,54.84,26.52,26.04,DAP
32.71,36.96,18.01,Loamy Sand,Bajra,46.21,23.24,24.7,Urea
39.74,45.57,23.56,Sandy,Bajra,56.49,28.55,29.82,MOP
34.78,35.04,18.72,Loamy Sand,Bajra,49.91,23.93,24.84,Urea
38.33,48.99,24.86,Sandy Loam,Bajra,57.69,27.88,28.33,MOP
37.81,48.21,24.63,Loamy Sand,Bajra,59.36,28.46,27.81,MOP
34.08,36.17,18.37,Sandy,Bajra,48.59,24.64,24.84,Urea
39.42,48.41,23.59,Sandy,Bajra,57.35,29.07,28.92,MOP
36.84,44.14,21.08,Sandy,Bajra,51.86,25.16,25.51,DAP
31.61,31.19,15.6,Sandy,Bajra,40.94,20.42,20.91,40-20-20
18.82,85.34,24.1,Sandy,Bajra,12.5,11.85,22.27,MOP
38.79,49.05,23.43,Sandy Loam,Bajra,56.04,29.11,27.8,MOP
38.77,48.17,23.5,Sandy,Bajra,58.25,28.86,28.49,MOP
21.05,43.31,49.28,Sandy Loam,Bajra,26.12,6.03,40.24,MOP
36.12,44.6,20.23,Sandy Loam,Bajra,50.75,26.12,25.17,DAP
33.35,38.34,18.35,Sandy Loam,Bajra,49.89,24.66,23.01,Urea
38.85,49.31,23.77,Sandy,Bajra,58.23,28.71,28.54,MOP
34.64,36.26,18.21,Sandy,Bajra,49.49,23.13,24.86,Urea
39.91,45.06,22.57,Sandy Loam,Bajra,58.85,29.88,27.98,MOP
39.05,37.73,21.7,Loamy Sand,Bajra,-2.63,34.7,25.2,MOP
29.19,62.4,47.08,Loamy Sand,Bajra,-1.6,23.62,18.53,MOP
20.52,34.73,30.24,Sandy Loam,Bajra,15.51,31.97,36.32,MOP
37.99,47.1,23.62,Sandy Loam,Bajra,57.01,28.65,28.09,MOP
39.31,48.46,23.56,Sandy Loam,Bajra,58.21,29.22,29.05,MOP
33.55,39.11,18.19,Loamy Sand,Bajra,48.99,22.71,24.72,Urea
30.85,33.9,16.74,Sandy Loam,Bajra,43.44,20.52,20.25,40-20-20
31.35,32.58,17.13,Sandy Loam,Bajra,40.99,21.04,21.54,40-20-20
31.04,33.69,16.98,Loamy Sand,Bajra,41.73,21.3,20.84,40-20-20
38.96,45.44,23.42,Loamy Sand,Bajra,59,29.54,29.37,MOP
21.53,30.79,10.24,Sandy,Bajra,19.08,20.21,33.8,40-20-20
36.91,41.88,21.21,Sandy,Bajra,54.13,27.21,27.27,DAP
31.96,34.19,16.31,Loamy Sand,Bajra,42.68,20.84,20.49,40-20-20
36.91,44.58,20.06,Loamy Sand,Bajra,50.28,26.44,26.44,DAP
35.13,42.05,20.65,Sandy Loam,Bajra,54.63,25.17,25.18,DAP
33.63,37.28,17.55,Sandy,Bajra,49.98,22.75,22.74,Urea
31.65,32.13,15.09,Sandy,Bajra,43.79,22.34,21.94,40-20-20
38.77,47.41,23.55,Sandy,Bajra,57.75,27.88,28.88,MOP
39.32,47.32,24.35,Sandy Loam,Bajra,57.95,27.95,28.1,MOP
30.02,30.39,17.2,Sandy,Bajra,41.39,21.95,21.44,40-20-20
31.7,34.82,15.37,Sandy,Bajra,41.27,21.41,22.44,40-20-20
32.34,34.85,37.12,Loamy Sand,Bajra,13.06,8.82,21.77,40-20-20
37.53,47.66,24,Sandy,Bajra,59.23,28.89,28.87,MOP
33.99,39.56,18.84,Loamy Sand,Bajra,49.21,23.14,24.62,Urea
39.82,48.09,24.46,Sandy Loam,Bajra,55.25,29.3,28.03,MOP
37.85,45.59,23.27,Sandy Loam,Bajra,59.61,29.85,28.1,MOP
34.26,36.77,18.97,Loamy Sand,Bajra,46.26,23.47,24.42,Urea
32.12,65.78,34.15,Sandy Loam,Bajra,-1.01,16.31,31.98,DAP
35.9,43.64,21.19,Sandy Loam,Bajra,50.39,27.06,25.7,DAP
34.01,35.79,19.65,Sandy,Bajra,46.28,22.55,24.56,Urea
21.29,39.15,42.84,Sand,Bajra,-6.68,31.44,35.66,40-20-20
36.5,51.87,48.32,Sandy Loam,Bajra,16.07,32.14,30.08,40-20-20
32.98,36.76,17.75,Sandy,Bajra,45.2,23.23,24.37,Urea
32.12,32.03,16.36,Loamy Sand,Bajra,40.11,21.54,21.09,40-20-20
35.88,43.24,22.2,Sandy,Bajra,51.47,26.6,27.41,DAP
31.45,77.58,44.08,Loamy Sand,Bajra,-5.29,5.05,25.67,DAP
34.21,39.28,18.1,Sandy Loam,Bajra,46.69,23.07,24.3,Urea
35.08,43.8,20.18,Loamy Sand,Bajra,50.87,26.87,27.38,DAP
32.48,33.32,16.94,Sandy Loam,Bajra,41.99,21.83,21.66,40-20-20
32.8,36.52,19.03,Sandy Loam,Bajra,48.79,24.18,23.01,Urea
38.12,77.87,22.23,Loamy Sand,Bajra,25.52,33.75,33.14,MOP
36.58,40.23,22.12,Loamy Sand,Bajra,53.76,27,26.31,DAP
32.3,30.26,17.46,Sandy,Bajra,42.9,20.47,22.24,40-20-20
37.91,45.9,24.48,Sandy,Bajra,59.55,28.97,27.9,MOP
33.57,37.46,19.15,Sandy,Bajra,47.69,23.29,24.03,Urea
30.21,77.98,25.63,Sandy,Bajra,11.66,32.1,27,40-20-20
33.93,37.89,19.98,Loamy Sand,Bajra,49.71,24.35,24.56,Urea
33.19,35.22,18.92,Sandy,Bajra,48.94,23.31,24.25,Urea
25.67,65.82,48.37,Sandy,Bajra,20.64,22.92,15.06,DAP
31.41,33.65,16.49,Sandy,Bajra,41.4,20.89,21.53,40-20-20
36.86,40.36,20.85,Loamy Sand,Bajra,53.52,25.65,25.67,DAP
17.71,70.44,34.13,Loamy Sand,Bajra,12.59,8.25,30.26,DAP
38.26,49.82,24.45,Sandy Loam,Bajra,59.79,29.57,27.84,MOP
31.97,30.42,15.79,Loamy Sand,Bajra,44.91,20.73,21.15,40-20-20
32.57,37.26,19.41,Sandy,Bajra,47.81,23.51,23.55,Urea
31.99,31.76,16.7,Loamy Sand,Bajra,42.2,21.93,21.34,40-20-20
37.05,40.92,20.59,Sandy,Bajra,51.24,25.2,25.89,DAP
39.08,49.14,23.42,Sandy Loam,Bajra,59.45,28.85,28.64,MOP
18.23,66.16,33.92,Sandy Loam,Bajra,7.17,15.72,34.05,MOP
33.94,36.25,18.05,Sandy,Bajra,48.79,22.6,24.77,Urea
32.97,36.41,17.83,Loamy Sand,Bajra,48.88,24.29,23.47,Urea
30.54,31.99,17.23,Sandy,Bajra,44.28,21.3,21.78,40-20-20
32.41,31,15.02,Sandy Loam,Bajra,42.87,21.54,21.6,40-20-20
35.5,40.22,21.57,Sandy,Bajra,54.7,26.16,26.43,DAP
31.6,33.29,15.57,Sandy,Bajra,42.29,22.27,21.45,40-20-20
37.51,46.89,22.79,Sandy,Bajra,58.39,28.14,27.77,MOP
31.3,30.92,15.51,Sandy Loam,Bajra,43.09,20.14,22.18,40-20-20
37.26,44.29,20.39,Sandy,Bajra,50.47,25.14,26.05,DAP
35.75,42.37,21.43,Loamy Sand,Bajra,53.89,25,25.41,DAP
30.24,31.12,16.19,Sandy,Bajra,42.87,21.89,22.02,40-20-20
32.47,31.5,15.73,Sandy Loam,Bajra,44.62,22.12,21.42,40-20-20
32.53,36.01,19.26,Loamy Sand,Bajra,46.01,24.84,24.41,Urea
38.58,45.4,23.06,Sandy Loam,Bajra,55.31,28.43,29.6,MOP
22.86,50.83,15.01,Sandy,Bajra,19.99,29.69,36.16,DAP
31.19,30.42,15.95,Sandy Loam,Bajra,44.89,22.09,22.22,40-20-20
31.4,33.44,16.68,Loamy Sand,Bajra,42.27,21.06,20.39,40-20-20
32.44,33.66,15.64,Sandy Loam,Bajra,44.82,22.29,21.79,40-20-20
38.17,45.64,23.83,Loamy Sand,Bajra,59.81,27.54,28.05,MOP
33.97,35.87,18.46,Sandy,Bajra,48.48,23.3,22.61,Urea
39.88,47.19,22.58,Sandy,Bajra,55.09,29.51,29.17,MOP
38.88,45.04,22.96,Sandy Loam,Bajra,56.12,28.83,27.77,MOP
38.62,80.25,49.38,Loamy Sand,Bajra,11.13,18.1,34.07,MOP
39.99,49.8,24.46,Sandy,Bajra,59.09,29.41,29.23,MOP
39.65,46.4,23.11,Sandy,Bajra,56.37,29.47,28.03,MOP
29.06,56.69,19.13,Sandy,Bajra,-3.23,27.64,26.12,MOP
37.97,45.84,22.54,Sandy,Bajra,55.21,29.97,28.91,MOP
34.09,37.89,17.7,Sandy,Bajra,46.48,24.45,24.97,Urea
37.03,44.29,20.1,Sandy Loam,Bajra,54.87,25.33,26.05,DAP
31.31,30.49,15.39,Sandy Loam,Bajra,42.7,21.98,22,40-20-20
36.45,41.54,21.29,Loamy Sand,Bajra,53.54,27.24,26.45,DAP
35.15,40.69,21.61,Sandy Loam,Bajra,54.76,25.47,27.34,DAP
32.42,32.54,15.77,Sandy,Bajra,41.57,20.19,20.07,40-20-20
32.78,39.54,19.7,Loamy Sand,Bajra,46.37,23.22,23.43,Urea
32.25,32.61,16.17,Sandy Loam,Bajra,40.14,20.95,20.7,40-20-20
38.91,30.09,41.9,Sandy,Bajra,10.68,8.47,28.42,DAP
33.44,37.96,18.8,Loamy Sand,Bajra,46.29,24.35,22.69,Urea
32.68,37.81,18.37,Sandy,Bajra,46.39,22.81,22.93,Urea
23.61,66.93,28.14,Sandy Loam,Bajra,12.04,14.32,44.42,Urea
37.39,42.62,22.3,Loamy Sand,Bajra,54.7,27.12,25.72,DAP
36.65,41.9,22.27,Sandy,Bajra,50.07,25.99,26.56,DAP
32.84,37.1,18.05,Loamy Sand,Bajra,48.97,23.12,22.69,Urea
32.44,34.51,16.13,Sandy Loam,Bajra,44.62,21.46,20.72,40-20-20
24.89,73.15,31.17,Loamy Sand,Bajra,1.7,18.54,44.17,MOP
33.85,38.25,19.6,Loamy Sand,Bajra,47.32,24.71,23.53,Urea
35.47,43.19,20.75,Sandy Loam,Bajra,53.71,26.57,27.21,DAP
32.13,33.27,16.78,Sandy,Bajra,43.56,21.18,20.87,40-20-20
36.06,44.56,20.81,Loamy Sand,Bajra,54.95,26,25.6,DAP
39.47,53.03,18.68,Sand,Bajra,10.39,14.99,20.49,DAP
34.15,38.41,19.63,Loamy Sand,Bajra,48.19,24.55,23.12,Urea
35.03,40.5,21.79,Loamy Sand,Bajra,50.92,25.51,25.39,DAP
30.15,30.29,15.34,Sandy,Bajra,40.11,21.96,21.28,40-20-20
35.24,43.82,21.7,Sandy Loam,Bajra,53.52,26.66,25.16,DAP
39.56,46.6,23.47,Sandy,Bajra,59.42,29.03,27.65,MOP
21.78,79.74,34.82,Clay,Bajra,12.01,29.65,23.76,MOP
38.44,39.04,20.31,Sand,Bajra,20,27.31,28.53,Urea
15.92,47.31,16.3,Sand,Bajra,10.7,34.86,19.12,40-20-20
25.52,42.54,19.31,Clay,Bajra,19.57,13.72,15.6,40-20-20
34.81,37.7,17.99,Loamy Sand,Bajra,46.31,23.18,24.92,Urea
33.56,36.8,19.13,Sandy,Bajra,49.51,23.49,24.86,Urea
38.63,47.94,23.92,Sandy Loam,Bajra,56.91,28.5,29.97,MOP
25.75,36.03,47.16,Loamy Sand,Bajra,3.82,31.74,23.99,Urea
30.3,34.92,16.03,Loamy Sand,Bajra,41.23,21.74,21.13,40-20-20
39.41,49.38,23.86,Sandy Loam,Bajra,57.9,28.5,28.1,MOP
38.29,46.97,22.76,Sandy Loam,Bajra,57.94,27.71,29.71,MOP
30.37,33.33,16.04,Loamy Sand,Bajra,43.02,21.46,20.23,40-20-20
35.49,40.53,21.43,Sandy,Bajra,51.77,25.97,27.04,DAP
39.32,47.31,23.06,Sandy Loam,Bajra,58.76,29.48,29.7,MOP
34.36,38.78,19.84,Loamy Sand,Bajra,48.2,23.16,24.2,Urea
39.75,46.68,22.84,Sandy Loam,Bajra,56.12,28.02,29.1,MOP
35.1,43.88,20.44,Sandy,Bajra,53.94,26.72,25.71,DAP
16.66,56.99,42.12,Sandy Loam,Bajra,-7.36,18.41,20.66,40-20-20
23.44,76.17,40.47,Sandy Loam,Bajra,1.76,7.12,15.09,Urea
31.64,32.63,16.92,Sandy Loam,Bajra,40.31,20.27,20.96,40-20-20
39.6,49.7,23.66,Loamy Sand,Bajra,56.62,29.4,29.06,MOP
31.41,33.93,16.03,Sandy Loam,Bajra,40.51,20.74,22.27,40-20-20
35.57,43.07,22.26,Loamy Sand,Bajra,51.42,25,25.33,DAP
37.16,42.33,20.03,Sandy Loam,Bajra,50.95,26.96,25.33,DAP
36.8,50.25,25.23,Sandy Loam,Bajra,29.47,23.3,36.04,Urea
36.81,44.13,21.62,Loamy Sand,Bajra,54.46,26.99,26.95,DAP
32.12,33.99,16.22,Loamy Sand,Bajra,42.33,20.85,21.3,40-20-20
31.44,32.21,16.96,Sandy Loam,Bajra,41.08,22.49,20.17,40-20-20
30.69,32.21,16,Loamy Sand,Bajra,42.23,21.31,22.39,40-20-20
33.44,38.19,18.92,Sandy,Bajra,45.91,23.14,24.84,Urea
34.54,36.65,19.57,Sandy Loam,Bajra,45.73,23.91,22.78,Urea
38.45,46.16,23.49,Loamy Sand,Bajra,57.55,29.36,28.94,MOP
21.11,46.64,11.11,Loamy Sand,Bajra,-2.57,29.62,42.54,MOP
30.65,32.07,15.63,Sandy,Bajra,43.27,22.32,20.33,40-20-20
31.97,30.95,17.16,Sandy,Bajra,44.65,21.35,20.25,40-20-20
36.11,41.14,21.36,Loamy Sand,Bajra,52.7,26.79,25.79,DAP
39.19,49.24,24.52,Sandy Loam,Bajra,58.47,27.96,28.91,MOP
37.43,44.6,20.03,Sandy Loam,Bajra,50.15,26.95,25.54,DAP
39.87,45.05,24.65,Loamy Sand,Bajra,57.26,29.37,27.53,MOP
26.91,46.92,37.65,Loamy Sand,Bajra,29.32,13.91,24.36,40-20-20
37.93,45.31,24.71,Loamy Sand,Bajra,57.96,28.86,28.48,MOP
33.15,39.51,17.77,Loamy Sand,Bajra,47,23.04,23.9,Urea
35.61,43.61,22.37,Sandy Loam,Bajra,53.01,25.88,27.19,DAP
31.15,32.68,17.01,Sandy,Bajra,41.36,22.24,21.18,40-20-20
38.25,80.78,47.44,Sandy Loam,Bajra,26.69,16.17,29.06,DAP
38.29,49.3,24.32,Sandy,Bajra,59.84,28.99,29.72,MOP
32.3,31.72,17.14,Loamy Sand,Bajra,43.36,20.89,21.82,40-20-20
37.17,69.9,40.04,Sand,Bajra,3.59,11.74,30.92,40-20-20
36.76,42.97,20.17,Sandy,Bajra,52,27.1,27.06,DAP
32.56,39.58,17.84,Sandy,Bajra,48.62,24.71,23.65,Urea
39.48,49.42,23.38,Sandy,Bajra,56.72,27.94,28.34,MOP
27.68,55.61,11.26,Sandy,Bajra,-4.68,8.93,30.91,Urea
37.87,46.39,23.01,Sandy,Bajra,58.86,27.91,29.17,MOP
17.52,34.05,13.86,Loamy Sand,Bajra,18.52,20.32,44.78,MOP
34.17,39.89,17.51,Sandy,Bajra,49.91,23.43,24.23,Urea
30.1,30.07,15.39,Loamy Sand,Bajra,40.92,21.34,21.38,40-20-20
37.48,43.06,21.88,Loamy Sand,Bajra,51.03,25.35,27.46,DAP
32.81,63.09,37.55,Sandy Loam,Bajra,-4.2,8.65,20.62,40-20-20
37.03,43,21.66,Loamy Sand,Bajra,50.79,27.25,26.47,DAP
30.44,33.07,16.78,Sandy,Bajra,44.98,20.55,22.24,40-20-20
30.77,33.68,15.73,Sandy,Bajra,42.7,20.58,20.9,40-20-20
20.78,58.15,23.03,Sandy,Bajra,-1.32,31.82,38.7,MOP
30.44,34.71,16.32,Loamy Sand,Bajra,44.69,20.18,22.19,40-20-20
31.55,33.36,17.45,Sandy Loam,Bajra,40.06,22.22,20.17,40-20-20
32.73,38.26,19.1,Sandy Loam,Bajra,48.09,24.42,22.53,Urea
31.12,33.75,16.86,Sandy Loam,Bajra,44.93,20.8,22.07,40-20-20
32.76,35.62,19.7,Loamy Sand,Bajra,48.79,22.6,22.5,Urea
33.95,37.19,19.04,Sandy Loam,Bajra,49.52,24.84,22.97,Urea
38.69,45.32,24.75,Sandy,Bajra,56.41,28.76,28.15,MOP
37.49,44.18,21.78,Sandy Loam,Bajra,51.88,25.64,26.79,DAP
32.49,33.37,16.95,Sandy Loam,Bajra,41.7,22.44,21.62,40-20-20
36.38,41.84,22.15,Loamy Sand,Bajra,50.01,26.57,26.8,DAP
36.15,43.92,20.58,Sandy,Bajra,53.77,26.9,27.45,DAP
39.56,64.61,23.37,Sand,Bajra,-3.24,14.19,16.07,40-20-20
35.69,66.83,18.62,Clay,Bajra,14.06,7.21,40.63,40-20-20
36.17,42.88,21.51,Sandy,Bajra,50.09,26.64,27.29,DAP
38.78,47.07,22.93,Sandy Loam,Bajra,57.88,28.71,29.33,MOP
36.46,42.76,20.99,Sandy Loam,Bajra,51.59,26.66,27.22,DAP
39.32,46.54,22.54,Sandy,Bajra,59.1,28.48,28.5,MOP
32.85,37.63,18.7,Sandy Loam,Bajra,45.99,24.33,23.66,Urea
31.65,67.92,35.33,Clay Loam,Barley,2.57,30.18,33.27,20-20-20
33.2,45.27,26.85,Sand,Barley,0.91,7.22,39.8,20-20-20
27.54,84.94,48.82,Loamy,Barley,6.54,27.44,15.21,MOP
20.26,59.09,21.97,Loamy,Barley,40.59,25.77,25.43,DAP
14.64,47.98,18.26,Sandy Loam,Barley,38.18,23.01,23.32,Urea
21.98,69.44,23.91,Sandy Loam,Barley,45.13,28.05,28.31,MOP
14.94,52.39,18.17,Clay Loam,Barley,37.4,24.55,23.43,Urea
22.55,85.69,29.19,Sandy Loam,Barley,9.4,6.81,32.25,DAP
12.44,40.96,16.2,Sandy Loam,Barley,30.69,20.94,20.85,20-20-20
13.83,54.5,19.33,Clay Loam,Barley,38.21,23.19,24.15,Urea
11.27,46.49,15.06,Clay Loam,Barley,30.18,21.7,20.82,20-20-20
16.77,47.52,17.83,Sandy Loam,Barley,36.11,23.46,22.53,Urea
23.46,68.33,24.42,Clay Loam,Barley,46.77,28.26,29.69,MOP
21.57,66.28,22.57,Sandy Loam,Barley,46.69,28.26,28.5,MOP
22.08,68.64,31.03,Clay,Barley,0.23,27.07,32.24,Urea
16.81,51.4,18.85,Clay Loam,Barley,37.89,23.25,24.35,Urea
32.59,73.74,48.64,Clay Loam,Barley,13.54,11.25,23.45,20-20-20
24.54,55.76,25.82,Clay,Barley,6.27,12.83,18.26,Urea
17.58,60.51,22.07,Loamy,Barley,41.65,27.45,25.47,DAP
14.5,48.61,18.35,Loamy,Barley,38.96,24.62,22.58,Urea
22.46,63.21,24.37,Clay Loam,Barley,49.45,28.7,29.3,MOP
11.93,46.08,16.02,Clay Loam,Barley,32.29,21.3,20.15,20-20-20
24.38,69.67,23.06,Clay Loam,Barley,48.97,29.65,29.27,MOP
12.2,42.82,15.06,Loamy,Barley,31.97,20.35,20.1,20-20-20
13.67,40.45,15.98,Clay Loam,Barley,32.84,22.45,21.51,20-20-20
14.05,53.02,19.23,Clay Loam,Barley,35.49,24.07,22.88,Urea
13.33,44.09,15.99,Clay Loam,Barley,33.59,22.05,22.31,20-20-20
21.18,36.63,26.06,Loamy,Barley,-2.2,24.08,27.86,Urea
23.51,68.2,24.7,Clay Loam,Barley,45.51,27.78,29.73,MOP
19.89,56.68,20.78,Clay Loam,Barley,40.69,26.46,26.87,DAP
21.86,69.21,24.03,Loamy,Barley,47.76,29.28,29.24,MOP
37.52,45.96,12.89,Loamy,Barley,20.12,9.4,36.76,20-20-20
16.74,54.57,18.78,Loamy,Barley,39.83,22.91,24.46,Urea
24.5,66.97,23.61,Clay Loam,Barley,47.09,29.41,27.98,MOP
33.33,75.66,15.33,Sand,Barley,21.7,19.49,25.41,MOP
19.95,58.48,21.58,Sandy Loam,Barley,40.62,26.41,25.1,DAP
21.25,59.03,25.39,Clay,Barley,14.11,19.82,31.5,Urea
22.86,63.06,24.7,Sandy Loam,Barley,46.37,28.14,29.11,MOP
12.13,44.89,16.46,Clay Loam,Barley,33.92,22.17,20.68,20-20-20
23.45,68.33,22.66,Loamy,Barley,48.4,28.11,29.54,MOP
16.18,53.51,19.08,Clay Loam,Barley,36.12,22.51,23.24,Urea
22.39,64.91,24.23,Sandy Loam,Barley,45.93,29.57,28.29,MOP
13.35,44.98,15.94,Sandy Loam,Barley,34.25,21.47,21.95,20-20-20
18.76,55.82,21.39,Sandy Loam,Barley,41.44,26.61,27.45,DAP
23.25,63.08,24.68,Clay Loam,Barley,47.73,28.31,29,MOP
15.88,53.81,18.51,Clay Loam,Barley,38.35,24.13,24.81,Urea
14.74,48.91,19.53,Clay Loam,Barley,38.72,23.09,24.19,Urea
14.12,52.4,19.69,Clay Loam,Barley,38.43,23.67,23.18,Urea
20.47,56.99,21.59,Sandy Loam,Barley,41.16,27.31,25.29,DAP
10.65,41.06,16.06,Clay Loam,Barley,31.98,21.19,21.6,20-20-20
32.97,33.13,28.02,Sand,Barley,21.73,20.62,21.34,Urea
12.27,44.73,15.65,Loamy,Barley,34.72,20.17,22.27,20-20-20
11.28,42.08,16.7,Clay Loam,Barley,34.96,22.25,20.22,20-20-20
24.55,69.34,22.53,Loamy,Barley,48.83,27.68,27.63,MOP
17.06,53.61,18.16,Sandy Loam,Barley,35.84,23.76,23.55,Urea
11.12,46.66,15.34,Sandy Loam,Barley,30.97,22.18,21.9,20-20-20
14.9,48.48,18.58,Loamy,Barley,36.12,22.64,24.7,Urea
17.42,51.92,18.25,Clay Loam,Barley,38.76,22.95,23.74,Urea
13.54,45.71,15.09,Sandy Loam,Barley,34.77,20.74,22.05,20-20-20
13.39,41.75,16.07,Loamy,Barley,30.16,20.98,20.25,20-20-20
10.05,45.58,15.13,Clay Loam,Barley,33.13,20.3,22.16,20-20-20
15.73,52.56,18.97,Sandy Loam,Barley,39.2,23.47,24.62,Urea
13.45,42.56,17.33,Loamy,Barley,32.71,21.63,21.21,20-20-20
